name,pca_feat
Apple Golden 2,"[2.761473573670535,-21.094324008281937,-5.225922459565066,-9.708624943940332,-3.0119363007738325,-1.716337145343229,2.819123402465925,0.9478348753904745,-0.7294247421161931,0.7762260881064995,0.6098872082261098,-2.4294256553281923,-0.8591492561168373,0.407902630535337,3.037758272712446,-1.5571015190855713,-0.6363759532103228,-3.287890488392115,-2.485635096984101,0.1783660257070327,-0.9694947400810058,-1.9106785551574688,-1.2458923362881966,0.2605066402491066,0.15462422473608514,1.4297276316609135,0.9977481901471777,0.5278734281371152,0.2837480267197818,-1.7072199805862707,0.8736071292910478,0.9986236769766788,0.275906796386188,-0.25333713749121095,-1.455539231416971,-1.5612238580431717,0.32937397217859676,0.798746359637211,-0.045648388464325076,1.5703084411530979,-0.9530016378480092,-2.1941320885419957,-2.069978788542356,-1.7452571452961294,-0.6697438691467446,-0.7539708727907164,0.7794075789373073,0.899574869089253,1.9620931684933614,3.0325709949826436,1.2567006459364893,-1.4847843775530187,0.6053366521200817,-0.4401461999910392]"
Chestnut,"[-5.05493997482974,-26.434844737847314,-8.317438349800124,-8.99460641129324,-6.5910544473649075,-0.4747529943025718,-1.3673175320841455,8.146723821798021,1.7808941059442625,2.2052281074458278,3.3338517189295667,-2.1380845056413853,-0.19704643189899135,-0.10032866763457501,5.44281260534887,1.4871647448393357,1.3761987666485358,-0.010298195613773972,-1.4880106362492427,0.5263072907570887,0.8538149522770347,-1.588180189340887,-0.8122241076811142,2.2708996946384916,0.3949975615203999,-1.925022749539519,4.755210105182234,-0.40498532628953454,-1.0949904879642793,-1.754013937448495,2.4208849003189417,2.5270153601139236,-1.6781722928174703,-0.1510080627721473,-3.6496110932221417,-0.7557162791138029,0.8862639356194153,0.7791484942636073,1.4932969380581462,2.422034023229365,-0.1954316512572361,-2.0898948188893236,-0.7755906129393212,0.93923164297018,-2.5695138088982743,-2.488728795363533,1.718113225884623,1.2444321255556827,0.927958021830549,1.19532751961216,-0.5685038404358008,-1.787291954810841,1.4007996058832035,-0.17441118144853968]"
Grape White 3,"[-12.323578694773751,-14.925208792831135,-3.3275546196966412,-11.651678882785765,-4.382644565981611,-1.7083690773745626,3.6578578859848454,3.985131469930357,-0.7770161793983897,-0.14665332817640656,-0.46069865845519536,-0.25859777099088654,1.2339483637620705,1.9561425426969064,1.4035412366658158,0.23023047131130098,1.3017812421582209,-0.9494398304646551,0.7400385007871764,1.0810979954198545,0.6784976291691077,-3.969110477490955,-2.1873483790615147,-0.5517777792962149,0.6884856731612055,0.3399234351683483,2.136375055429563,-0.2450013794102513,2.0942763084907776,-0.5227899705735655,1.3167397872309141,1.2531018797294746,0.8467786385846274,-1.807455304202113,-2.867174028382965,-0.8361704184012307,0.5927762514432825,1.4759962196548013,-0.5360361644171067,1.1981852023950197,1.162205511366058,-1.5023376782085596,-1.3256347913687658,-0.9690059810149608,-1.2232034242260041,-1.7210785020650476,1.2576411321040464,-0.048002986477266044,1.1442683610885935,1.554571653716003,0.576581858780836,-2.0029734451241095,0.21630424524089883,-0.21913774370457106]"
Potato Red Washed,"[-17.23123135661288,-22.783884404637583,1.0964535713795942,-11.854689934925561,-10.33105296210957,0.9665361374903285,0.8001958611650142,1.608387345941427,-0.44645792073445295,0.5792552413234421,3.475640587097918,-2.294700691538797,1.1120636404861173,1.8602947132584802,3.217287492612211,-0.6348383471446786,0.5253965921480254,-2.9620958588779858,-2.100071639148132,-0.2176450852755913,0.8323125219545966,-3.2609055771795434,-2.0666333552155582,-0.5036845486759963,1.5335583580715308,1.0690915356129076,1.1546111623365076,0.6931478711198155,0.09203042087351034,-1.5965335373640182,1.7331329038405172,2.099156664701774,-0.022861777685571665,-2.399125312968559,-2.63059928491156,-1.350058304539963,0.8614857629709748,0.37593586637580295,0.5098903161638058,1.4710877575908037,-0.4269912238388094,-2.2675925975089366,-2.6409963729054486,-0.9686186458935819,-1.3627445996833352,-0.8792397948791755,1.4987683313590197,1.136798686704351,1.4883969413029918,1.2309457643418973,1.1182618380707157,-1.5388980858314127,0.018961954038915665,-0.6144287185645029]"
Beetroot,"[-15.670218258242976,-32.89695300750682,-1.4259404258987376,-12.701133831273067,-6.021360168839931,0.23836798293847197,5.564050058467074,2.0687008684355135,2.0870323376981483,-1.2291571090931408,1.2565882895045195,-1.8353833737336749,0.5531704690768479,-0.5442723090704357,3.219547510593152,0.2565248663198956,1.360302698370255,-2.8817615528946585,-1.0160978919499701,1.5959597992057843,-1.900128840019402,-3.046234267335003,-1.027884456127656,-0.29537014589735483,1.173950977836944,-0.05923751747347101,2.276309427657379,1.0794954388765121,1.5054560122298835,-1.486502355242833,1.1856960993900139,2.9641156523538412,-1.783530859738658,-2.646976050581752,-1.0443421492568885,-2.3492013972864427,1.1365231294939662,0.5601027071808975,1.6480643170964548,1.0626113380917124,0.25594931709387303,-1.8658149788140612,-1.241769337872132,-1.3840975342639281,-0.5521293554648473,-1.4224006612229332,1.403608566732798,1.0512653250554544,1.282928129367763,1.8528323147063825,2.18856526524804,-2.0203987971691126,1.4937179098600633,0.5681676223525615]"
Apple Granny Smith,"[1.6703928259186975,-24.40363918107205,-3.891764607293291,-14.117569581661963,-4.816343328611832,0.5994170517946108,2.755447096574887,2.701387246489801,-1.562549879176319,1.3483616973936838,2.8064801979843823,0.6583179947926504,0.6743583445495399,1.6351835325488167,2.945357096411902,-2.613790163173492,-0.06739777289389096,-2.8890994913765886,-3.456724133773983,1.1122620003606178,-1.377391061992975,-4.863685352482442,-2.0019716410322923,2.217685711594788,0.57749579971633,0.03501488717189825,2.429597169480237,0.655655212365022,1.523235325962091,-1.3285602628780744,2.659070353601012,2.1038998469769723,-0.4146354073816245,-2.6174885035970585,-3.12094340953457,-1.8304403832002512,-0.28324022061016474,0.41837311351399115,0.8107870699769142,1.8794314100534075,-0.2571405654583923,-1.7943863563037887,-1.9378916536965094,-1.724040372770444,-1.8647959260317648,-1.1395580621136079,0.6450785711101445,0.6236180987994063,1.5975563880273682,2.5326708023492595,0.4058269842704719,-1.8753337242252635,0.6523510716803218,-0.19271532740860983]"
Peach 2,"[-18.370944548964403,-21.792333285433454,-5.395270809510396,-8.316555041816928,-4.283785518317701,3.071772423753391,-0.906184739058777,4.641006538013863,3.8123650815891197,0.6078148048404368,4.64699199045633,-0.978833620120891,0.8426012305246864,1.4961995666103747,3.7095467715825126,-2.3589862807809,-1.3587217014568775,-2.9992181926788866,-2.4285052344280125,2.649652420095165,-1.0354830588416182,-3.9525006358061705,-0.9595879508272667,-1.4086493463837344,2.111232997309254,1.1734239378381344,2.53950473294538,-0.5456763818573269,0.03433693680769495,-1.8953737149784076,1.3920301954389653,1.9388477160279656,-0.7019757492796258,-2.5651502512761186,-1.650640414575286,-0.8307317662599831,0.5469784608699437,-0.8274621918019112,-1.393772754270099,1.9567665434354702,0.586193874443641,-1.3095606242800868,-2.603378076297309,-1.805693600846708,-1.3081772464961732,-1.620724476941538,0.9295125581621786,0.8222609535015338,1.5297468172242352,1.6977431615607577,0.9356283285493336,-3.1392014381740534,0.7624354789713825,-0.594634787368478]"
Nut Forest,"[-15.392146264236393,-22.01003500447111,-3.6225406184132125,-12.023197058293036,-5.55354069422365,0.056323718691507624,3.821788139463736,3.9540240861373577,-1.462679071950912,-0.5390572577391766,4.833728789213856,-1.3757903691270794,3.037055892058483,-0.3395020134278756,5.370216420291704,-3.773660951089306,3.3701678565462516,-3.594202740889879,-1.4951550275292091,-0.9547500786448906,-0.49259794944207486,-4.313487949863263,1.8278832576737118,3.0034150541902846,2.252301469250634,0.23639025397044483,2.6922777032481853,0.8176103181614242,0.3460722731918478,-1.3424043199427724,-0.44126379849984004,1.8257119179677628,-1.3573499453617714,-2.9805373644701505,-0.14693617789756533,-0.9741688013495812,0.39156473484721893,0.258569717784556,-0.8151987436375756,0.5670613233318215,-1.5695908117805293,-2.2262116450040814,-0.4649647083451895,-1.4007485232931256,-0.3402273002545479,-2.416053743314402,0.035927767674434515,0.3563783053402253,1.9894654419036246,2.3015457719460635,0.7556280214215728,-3.2617789508788073,0.9078403827020544,0.2319119000297572]"
Papaya,"[-8.199359711272336,-27.344090198097305,-9.412434350128173,-6.811717558439239,-9.85652315426356,3.3092036148627844,-0.426816574056758,0.4131560294324921,0.7566162861296746,1.6994682562457901,3.63958988348258,-0.7512772630169969,2.3202969182976365,-2.2503573785648094,1.3014462171466354,-0.2200667326309834,0.9984714984377843,-0.9329858050232623,-0.9294914717424799,1.4559164020887077,0.29297787399276237,-3.6679517730798765,-2.3069738420578862,1.4129411432578394,3.3660056551155235,0.24589823465996252,1.7589771635002045,-0.18860002651735078,-0.15273102515214673,-0.532841026261221,1.407637107484174,2.615161302023943,-0.11051081557615948,-0.8311402867484157,-1.556784978922169,-1.5330175579861427,0.8965330802453756,1.3278095350990982,-0.5457531744627113,1.09894840976676,-0.18926633092979317,-2.565777964315237,-2.5020175559430204,-0.9916388276215095,0.0498006353171995,-1.1534798948037894,0.6652781032640066,0.6007932136045581,0.5958033381351139,2.4797596112876135,1.6303541804908324,-1.4681644227627308,1.277142720252846,-0.27070094826103375]"
Apple Granny Smith,"[1.5721079641819726,-25.33415912528218,-4.19340063571296,-11.951545626437827,-5.475022498903645,0.05757273459949513,3.821031335699861,1.9612494476944853,-0.666946344636532,2.146905376436247,2.9956101514875053,0.17650520849644663,0.48494094892763223,1.4287181121457042,3.7505841329350145,-1.823827793482882,-0.4545112833908321,-3.4966655202333228,-3.693049954237069,1.2432666289409313,-1.8482516073610338,-4.704965871435213,-2.158364235358296,1.6382459102678537,0.5615153439804941,0.3877018857663742,1.9163090494069557,0.8129158571983987,1.4037311923129143,-1.768290385031201,2.102784468770147,1.839334537486085,0.03588453049291496,-2.267427193751218,-3.3524907652943434,-1.6828859219499486,-0.3641888128027624,0.5457748010527026,0.6645565892018662,1.5220425949846599,0.03196985324446433,-1.8287263089951165,-2.4159624558450004,-1.5756808219093288,-1.8197137829872323,-1.2591571991116257,0.8499539791569417,0.8357602039006065,1.2612235976367618,2.416784241564682,0.7883035472595572,-1.375779786632551,0.9503822455363096,-0.39618052271019055]"
Cherry 1,"[-4.265031397889627,-29.219000486451385,-2.01325538652887,-5.554259990544968,-8.217233630394324,1.1861392402073423,-0.5367543029165539,3.9709570952493594,1.178092385051653,0.8218443444163038,0.16273866572369575,-3.0758910522211913,2.424802189088937,1.6078937797190498,2.328988036867258,-1.0270869898950923,0.7788317411840385,-1.3924367352241647,-3.0664604301320804,3.7481071682856943,-2.0635757442481104,-2.230897756670199,-2.54476581054494,1.6122467860506258,0.625405187089644,2.581402728998818,1.1899097390339795,1.6342681413776163,0.8040180933762612,-0.24586849657941562,1.8226464140253196,3.1478338922459916,-0.9880433779216428,-2.3245073720808525,-1.6777316470131574,-2.6059197561351546,0.012352621431069572,-0.4264679310208703,-0.9537384701672339,1.8727056511705364,0.19375180487395124,-1.3956571357551306,-1.1888450268318587,-1.29439685409749,-1.2949360922284352,-1.9862543780110742,0.20756936885918484,-0.06291785335607103,1.1741784575329504,1.7495488547520677,0.10297229826208626,-0.6848521377274184,1.0295224845806712,-0.3955268302278878]"
Potato White,"[-17.03979922779436,-27.490827939070986,2.7660631251401497,-10.913967863821595,-5.261201527736639,-2.4542202946468756,0.2241187909467698,-0.00668657535586765,-0.2526031391534121,1.7469078798201672,1.6174762051470044,0.7335951982858961,3.4918072472742536,-0.03688790742884464,4.585370493818235,-0.3976661346981897,-0.9375788896950678,-0.29644048264119294,-3.508573907382229,2.079905480853341,0.2617046011022149,-5.3394779541029145,-0.848123516997582,-0.05550235097669623,0.804247541124732,2.195009409301302,1.9697226499343605,0.03629829282891345,-0.04472136199081593,-0.7529160711338146,1.6680005562742106,3.2594520920760233,0.6607804680228883,-1.343166347492148,-3.5011019645445516,-0.7111972573552439,0.2682883370244205,0.11311044937815609,0.23350096863638803,1.585614647346104,-0.768471373715569,-0.8928857776315104,-2.177712101811225,-0.7919819772212522,-0.8134364189128721,-1.0184650999454556,0.3498268785777846,1.1482496773616324,2.055510793345802,1.620106599218549,0.7009354875757213,-1.640520132600858,1.517852915415807,-0.3948299484789868]"
Plum 3,"[-15.885920313869558,-22.141090123518087,-1.9710411332684412,-6.224428356632685,-6.78378456506034,3.3023210859762373,4.659157777723408,3.2605567597969047,0.7491208824858993,0.08972466334776438,4.525368845150058,1.0796767039278057,0.3840381132074338,0.008939268332602312,4.3003496356463575,-0.39838624538171175,-0.01574627743539666,-1.8275902999051845,-2.9212695014088457,0.5107435750426481,-1.926329152279908,-5.763185134545735,-2.108818702043883,0.8397811415990426,1.1330118227720112,0.07211616161764527,1.8806115852695646,0.529658602138702,0.5450216369843836,-0.9408859512634683,2.07980047967906,1.1419993666452146,0.04609806988150929,-1.7837731163939394,-1.871320879471684,-1.1352799596832914,0.519936855943003,-0.12372628039003365,-0.11373969816283869,1.8271736401594207,0.35791007711233697,-2.402510383653817,-1.4697256928857627,-0.6227993337227229,-1.2575829189135703,-1.2538422400504257,1.5352820298052423,0.4456797539885439,1.8364835155137975,1.3994006762103048,0.7822436477630784,-1.2140324456178535,0.9792396782462374,0.40308074205106725]"
Peach 2,"[-17.312261272864326,-20.82077484135096,-5.030297220908695,-10.52160049590588,-5.119363562967932,2.7798205657789183,-2.137927849312528,3.6260859419124647,3.446938415166962,0.38154352533333213,5.144598926508749,-2.0274783478753027,0.15685448153129675,1.6606825711757156,4.905500356019855,-1.9518526510117176,-1.6572955629663115,-1.3936723408021916,-2.9455995891666853,3.1078264435102274,-1.4397895732234054,-4.420736659905151,-2.3930674010289734,-0.9973829572327675,1.7020603657292002,1.389835605657181,2.374595262749087,0.12320173566561496,0.6569925615866222,-1.7304309730818457,1.4735678196824293,0.9743166790058776,-0.9682282321151567,-2.300477484302497,-1.3303130323536958,-0.31805808636874366,2.1098719672140334,-1.7389497495579045,-0.9362065940648222,1.6866588278471142,-1.1452037399920814,-1.2578343020901053,-1.7439860618431904,-1.0623651389532427,-0.8524943496135462,-1.6173325639168346,1.187996859896938,0.40340232276943094,1.1756155231081686,1.8284738178317468,1.6361545670884867,-2.8692884012479447,0.21946536218787152,-0.05066448799270738]"
Pepper Orange,"[-14.873119422065997,-23.42547491354695,3.5957651805108064,-12.637675981047531,-9.301617939627885,0.095805799426376,0.2734519263938151,4.460003439399209,-0.5726074958673814,0.5646998324696154,0.7925541233119667,-1.4577363114488175,1.7495269251638024,-0.6300849171517763,3.4771234185809687,-1.8602600351631786,-0.7062443727819167,-3.112039119316685,-2.2209756656925745,0.3034004155980229,1.21584027094744,-3.1135339216799336,-2.163109069314499,1.257580113164828,1.9556757294450149,1.3924065148389406,0.7616853672579281,0.8248057260155489,-0.8832675298121188,-2.1578319503371213,1.788243490985409,3.464562281650072,0.30661041518623233,-2.767193403029093,-2.2588931105735788,-2.185366001762868,0.059951840690526545,0.6368260701203794,0.4692122226726044,1.3331857394410989,-1.2783832106769157,-1.0177777057025161,-1.9526192625049885,-1.291728395850693,-1.353032545856089,-1.283193474486812,1.5669118678711509,0.07066189415474157,1.3387102768202928,2.0310383111299575,1.2009470686550114,-2.212701025793764,1.3656910259355837,-0.2880703278663129]"
Onion Red Peeled,"[-18.321800063115674,-24.249752226590275,-1.3432515079121434,-7.748600101323961,-9.095285702619172,2.5998215058977308,-0.31754074869255927,2.3411984257612004,0.8098365799546536,1.063455601317026,3.171208504522066,-1.0726853164194907,1.4114524326456555,1.0773874832402144,0.3854820545252313,-0.8869143827705805,0.6195592559120257,-1.7085203162193368,-2.1849155172397277,0.437809782424371,0.49484627305739104,-4.469255060446371,-2.5801255272545496,-1.0602301645282943,0.45871409593121043,1.3396006159216265,1.246011055251283,1.022568102810065,0.3235620932795967,-2.0511817554635967,1.4698414327553981,1.9446171432435495,0.16516024013631517,-2.0433326773517737,-2.2734744717138704,-1.1714671104175474,0.764402055512775,0.8965020843723579,-0.1706255295738513,1.9415446307273254,-0.6510275814374161,-2.3368798733888667,-2.0563554473920056,-1.064781282067387,-1.9779235404097484,-0.5922797114022381,1.1837329107618917,1.3492420740587028,1.5429296237965109,1.875090644413985,0.9548981703196578,-1.4452557655176812,0.24248476871531924,0.15231954431879915]"
